;2001;2002;2003;2006;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2020;2021;2023
urban;14.583333333333334;11.25;18.75;17.5;10.0;10.0;12.5;12.5;10.0;10.0;10.0;10.0;10.0;15.0;15.0;12.5;12.5
summer;7.916666666666666;11.25;3.75;5.833333333333333;5.0;5.0;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;3.3333333333333335
autumn;12.5;5.0;7.5;5.0;7.5;7.5;7.5;8.75;8.75;8.75;6.25;3.75;3.75;1.25;2.5;0.0;0.0
tropical;1.6666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tribal;0.8333333333333334;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
winter;2.5;2.5;2.5;0.0;0.0;0.0;0.0;1.25;1.25;1.25;1.25;1.25;1.25;1.25;0.0;0.0;2.5
nature;0.0;2.5;2.5;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8333333333333334
desert;0.0;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
aquatic;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8333333333333334
spring;0.0;0.0;0.0;2.0833333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
seasonal;0.0;0.0;0.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;2.5;2.5
